POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,RDNMADR_NM
여원정,유명사적/유적지,전라북도,남원시,이백면,양가리,
동편제거리,일반관광지,전라북도,남원시,어현동,,
지리산국립공원뱀사골탐방안내소,관광안내소/매표소,전라북도,남원시,산내면,부운리,와운길
청해진어린이공원장보고동상,일반관광지,전라남도,완도군,완도읍,죽청리,청해진로
지리산마,관광농원/허브마을,경상남도,산청군,신안면,신기리,야정신기로124번길
북산서원,유명사적/유적지,대구광역시,군위군,군위읍,대북리,
중암암삼층석탑,비/탑/문/각,경상북도,영천시,청통면,치일리,은해사로
여원치마애불상,유명사적/유적지,전라북도,남원시,이백면,양가리,
아막성,성/성터,전라북도,남원시,아영면,성리,흥부1길
척문리산성,성/성터,전라북도,남원시,이백면,척문리,
풍계서원,서원/향교/서당,전라북도,남원시,대강면,풍산리,대강산촌길
호암서원,서원/향교/서당,전라북도,남원시,덕과면,만도리,덕과도촌길
유애묘,유명사적/유적지,전라북도,남원시,동충동,,용성로
구천사,유명사적/유적지,전라북도,남원시,주생면,제천리,제천길
노적봉마애여래좌상,유명사적/유적지,전라북도,남원시,사매면,서도리,
무진정,유명사적/유적지,전라북도,남원시,대강면,방산리,방산길
비홍산성,성/성터,전라북도,남원시,주생면,내동리,
구름다리박꽃마을,정보화마을,전라북도,남원시,대산면,운교리,
꽃낭구마을,정보화마을,전라북도,남원시,대강면,평촌리,
혼불문학마을,정보화마을,전라북도,남원시,사매면,서도리,노봉길
요천권역마을,정보화마을,전라북도,남원시,이백면,남계리,
남원관광단지종합안내센타,관광안내소/매표소,전라북도,남원시,어현동,,양림길
국악의성지안내소,관광안내소/매표소,전라북도,남원시,운봉읍,가산리,비전길
관덕정,유명사적/유적지,전라북도,남원시,어현동,,소리길
황산정,유명사적/유적지,전라북도,남원시,운봉읍,화수리,군화동길
정충사,유명사적/유적지,전라북도,남원시,주생면,정송리,
수성대,일반관광지,전라북도,무주군,설천면,두길리,
태권도공원전망대,일반관광지,전라북도,무주군,설천면,소천리,무설로
구상화강편마암보관지,일반관광지,전라북도,무주군,무주읍,오산리,
도산서원,유명사적/유적지,전라북도,무주군,안성면,사전리,
설천면반송,천연기념물,전라북도,무주군,설천면,삼공리,
주목군총,유명사적/유적지,전라북도,무주군,설천면,삼공리,
칠연의총,유명사적/유적지,전라북도,무주군,안성면,공정리,칠연로
금자마을,팜스테이,전라북도,무주군,무풍면,금평리,금척1길
미항마을,팜스테이,전라북도,무주군,무풍면,증산리,
서면마을,일반관광지,전라북도,무주군,무주읍,대차리,서면길
치목마을,팜스테이,전라북도,무주군,적상면,괴목리,
후도마을,팜스테이,전라북도,무주군,무주읍,내도리,
반디공작소,일반관광지,전라북도,무주군,무주읍,가옥리,무주로
무주와인갤러리,일반관광지,전라북도,무주군,설천면,심곡리,만선로
모항갯벌체험장,일반관광지,전라북도,부안군,변산면,도청리,모항길
곰소염전,일반관광지,전라북도,부안군,진서면,곰소리,
김상만생가,고택/생가/민속마을,전라북도,부안군,줄포면,줄포리,교하길
구암정,유명사적/유적지,전라북도,순창군,동계면,구미리,
낙덕정,유명사적/유적지,전라북도,순창군,복흥면,상송리,
영광정,유명사적/유적지,전라북도,순창군,쌍치면,시산리,
어은정,유명사적/유적지,전라북도,순창군,적성면,평남리,
내장산국립공원백양사매표소,관광안내소/매표소,전라남도,장성군,북하면,약수리,
내장산국립공원내장산케이블카,일반관광지,전라북도,정읍시,내장동,,내장산로
허브마을,관광농원/허브마을,전라북도,정읍시,산외면,종산리,종운로
김제시관광안내소,관광안내소/매표소,전라북도,김제시,금산면,금산리,모악로
을지로한빛거리,일반관광지,서울특별시,중구,장교동,,
한빛미디어파크,일반관광지,서울특별시,중구,삼각동,,남대문로10길
한빛미디어갤러리,일반관광지,서울특별시,중구,장교동,,삼일대로
착량묘,유명사적/유적지,경상남도,통영시,당동,,착량길
두모연대,일반관광지,제주특별자치도,제주시,한경면,두모리,
귀덕연대,일반관광지,제주특별자치도,제주시,한림읍,귀덕리,귀덕14길
최영장군사당,서원/향교/서당,제주특별자치도,제주시,추자면,대서리,
곽지패총,유명사적/유적지,제주특별자치도,제주시,애월읍,곽지리,
애월연대,일반관광지,제주특별자치도,제주시,애월읍,애월리,
납읍난대림지대,유명사적/유적지,제주특별자치도,제주시,애월읍,납읍리,
남두연대,일반관광지,제주특별자치도,제주시,애월읍,신엄리,
당포연대,일반관광지,제주특별자치도,서귀포시,하예동,,
대포연대,일반관광지,제주특별자치도,서귀포시,대포동,,
선사무덤,유명사적/유적지,제주특별자치도,제주시,용담이동,,
서귀포층의패류화석,유명사적/유적지,제주특별자치도,서귀포시,서홍동,,남성중로
신촌향사,서원/향교/서당,제주특별자치도,제주시,조천읍,신촌리,신촌5길
함덕연대,일반관광지,제주특별자치도,제주시,조천읍,함덕리,
위미동백나무군락,유명사적/유적지,제주특별자치도,서귀포시,남원읍,위미리,위미중앙로300번길
북촌리선사주거지유적,유명사적/유적지,제주특별자치도,제주시,조천읍,북촌리,
동백나무군락,유명사적/유적지,제주특별자치도,서귀포시,남원읍,신흥리,
당처물동굴,일반관광지,제주특별자치도,제주시,구좌읍,월정리,
조일훈가옥,고택/생가/민속마을,제주특별자치도,서귀포시,표선면,성읍리,성읍정의현로34번길
고상은가옥,고택/생가/민속마을,제주특별자치도,서귀포시,표선면,성읍리,성읍정의현로34번길
한봉일가옥,고택/생가/민속마을,제주특별자치도,서귀포시,표선면,성읍리,성읍정의현로34번길
좌가연대,일반관광지,제주특별자치도,제주시,구좌읍,한동리,
천미연대,일반관광지,제주특별자치도,서귀포시,성산읍,신천리,
말등포연대,일반관광지,제주특별자치도,서귀포시,성산읍,온평리,
오소포연대,일반관광지,제주특별자치도,서귀포시,성산읍,오조리,
탐라입춘굿놀이,지역축제,제주특별자치도,제주시,삼도이동,,
제주들불축제,지역축제,제주특별자치도,제주시,애월읍,봉성리,
왕벚꽃축제,지역축제,제주특별자치도,제주시,용담일동,,
제주유채꽃잔치,지역축제,제주특별자치도,서귀포시,중문동,,
제주감귤축제,지역축제,제주특별자치도,서귀포시,법환동,,월드컵로
석문,유명사적/유적지,충청북도,단양군,매포읍,하괴리,삼봉로
도담삼봉음악분수,일반관광지,충청북도,단양군,매포읍,하괴리,
비둘기낭폭포,폭포/계곡,경기도,포천시,영북면,대회산리,
천년의숲산림욕장,휴양림/수목원,전라남도,신안군,증도면,대초리,
통영3.1운동기념비,비/탑/문/각,경상남도,통영시,무전동,,
산정랜드,일반유원지/일반놀이공원,경기도,포천시,영북면,산정리,산정호수로411번길
충혼탑,비/탑/문/각,경상북도,성주군,성주읍,예산리,예산2길
되재성당지,유명사적/유적지,전라북도,완주군,화산면,승치리,승치로
추수경장군묘역,유명사적/유적지,전라북도,완주군,봉동읍,은하리,추동안길
경복사지,유명사적/유적지,전라북도,완주군,구이면,평촌리,
경천오복마을,팜스테이,전라북도,완주군,경천면,경천리,
이서물고기마을,일반관광지,전라북도,완주군,이서면,반교리,반교로
삼례자운영마을,일반관광지,전라북도,완주군,삼례읍,석전리,
불재왕도예원,일반관광지,전라북도,임실군,신덕면,신덕리,불재로
도화지도예문화원,일반관광지,전라북도,임실군,관촌면,신전리,신전4길
동고산성,성/성터,전라북도,전주시 완산구,대성동,,
천양정,유명사적/유적지,전라북도,전주시 완산구,중화산동1가,,서원로
익산고도리석불입상,보물,전라북도,익산시,금마면,동고도리,
고도리석불입상,보물,전라북도,익산시,금마면,서고도리,
관리사무소,유명사적/유적지,전라북도,익산시,석왕동,,
연안이씨종중문적,보물,전라북도,익산시,삼기면,기산리,현동1길
여산향교대성전,유명사적/유적지,전라북도,익산시,여산면,여산리,여산교동길
함벽정,유명사적/유적지,전라북도,익산시,왕궁면,동용리,호반로
조해영가옥,고택/생가/민속마을,전라북도,익산시,함라면,함열리,수동길
이배원가옥,고택/생가/민속마을,전라북도,익산시,함라면,함열리,천남1길
익산함라마을옛담장,유명사적/유적지,전라북도,익산시,함라면,함열리,
익산보석박물관관광안내소,관광안내소/매표소,전라북도,익산시,왕궁면,동용리,호반로
가람들뫼마을,일반관광지,전라북도,익산시,웅포면,고창리,덕성길
아홉마디풀향기마을,일반관광지,전라북도,익산시,함라면,신목리,
성당포구마을,일반관광지,전라북도,익산시,성당면,성당리,
송참봉조선동네,일반관광지,전라북도,정읍시,이평면,청량리,영원로
달고운청정마을,일반관광지,전라북도,정읍시,산내면,두월리,청정로
공동마을,팜스테이,전라북도,정읍시,산외면,오공리,
돌담길마을,일반관광지,전라북도,정읍시,덕천면,상학리,상학3길
청정유기농포도센터,일반관광지,전라북도,정읍시,신태인읍,백산리,천단오주길
정읍종합관광안내센터,관광안내소/매표소,전라북도,정읍시,연지동,,서부산업도로
